model,version,table,field,type,length,precision,scale,default
pedsnet,v5.7,measurement,measurement_concept_id,integer,,,,
pedsnet,v5.7,measurement,measurement_date,date,,,,
pedsnet,v5.7,measurement,measurement_id,biginteger,,,,
pedsnet,v5.7,measurement,measurement_source_concept_id,integer,,,,
pedsnet,v5.7,measurement,measurement_source_value,string,,,,
pedsnet,v5.7,measurement,measurement_datetime,datetime,,,,
pedsnet,v5.7,measurement,measurement_type_concept_id,integer,,,,
pedsnet,v5.7,measurement,operator_concept_id,integer,,,,
pedsnet,v5.7,measurement,person_id,biginteger,,,,
pedsnet,v5.7,measurement,provider_id,biginteger,,,,
pedsnet,v5.7,measurement,range_high,number,,,,
pedsnet,v5.7,measurement,range_low,number,,,,
pedsnet,v5.7,measurement,unit_concept_id,integer,,,,
pedsnet,v5.7,measurement,unit_source_concept_id,integer,,,,
pedsnet,v5.7,measurement,unit_source_value,string,,,,
pedsnet,v5.7,measurement,value_as_concept_id,integer,,,,
pedsnet,v5.7,measurement,value_as_number,number,,,,
pedsnet,v5.7,measurement,value_source_value,string,,,,
pedsnet,v5.7,measurement,visit_occurrence_id,biginteger,,,,
pedsnet,v5.7,measurement,range_low_source_value,string,,,,
pedsnet,v5.7,measurement,range_low_operator_concept_id,integer,,,,
pedsnet,v5.7,measurement,range_high_source_value,string,,,,
pedsnet,v5.7,measurement,range_high_operator_concept_id,integer,,,,
pedsnet,v5.7,measurement,measurement_order_date,date,,,,
pedsnet,v5.7,measurement,measurement_order_datetime,datetime,,,,
pedsnet,v5.7,measurement,measurement_result_date,date,,,,
pedsnet,v5.7,measurement,measurement_result_datetime,datetime,,,,
pedsnet,v5.7,measurement,specimen_source_value,string,,,,
pedsnet,v5.7,measurement,priority_concept_id,integer,,,,
pedsnet,v5.7,measurement,priority_source_value,string,,,,
pedsnet,v5.7,measurement,specimen_concept_id,integer,,,,
