model,version,table,field,type,length,precision,scale,default
pcornet,v1,demographic,biobank_flag,string,1,,,
pcornet,v1,demographic,birth_date,string,10,,,
pcornet,v1,demographic,birth_time,string,5,,,
pcornet,v1,demographic,hispanic,string,2,,,
pcornet,v1,demographic,patid,string,256,,,
pcornet,v1,demographic,race,string,2,,,
pcornet,v1,demographic,raw_hispanic,string,256,,,
pcornet,v1,demographic,raw_race,string,256,,,
pcornet,v1,demographic,raw_sex,string,256,,,
pcornet,v1,demographic,sex,string,2,,,
