model,version,table,field,type,name
pedsnet,2.1.0,concept_ancestor,ancestor_concept_id,primary key,xpk_concept_ancestor
pedsnet,2.1.0,concept_ancestor,descendant_concept_id,primary key,xpk_concept_ancestor
pedsnet,2.1.0,concept_ancestor,ancestor_concept_id,not null,
pedsnet,2.1.0,concept_ancestor,descendant_concept_id,not null,
pedsnet,2.1.0,concept_ancestor,max_levels_of_separation,not null,
pedsnet,2.1.0,concept_ancestor,min_levels_of_separation,not null,
