model,version,table,field,type,length,precision,scale,default
omop,4.0.0,concept_synonym,concept_id,integer,,,,
omop,4.0.0,concept_synonym,concept_synonym_id,integer,,,,
omop,4.0.0,concept_synonym,concept_synonym_name,string,1000,,,
