model,version,table,field,required,ref_table,ref_field,description
i2b2_pedsnet,2.0.1,concept_dimension,concept_blob,No,,,
i2b2_pedsnet,2.0.1,concept_dimension,concept_cd,No,,,
i2b2_pedsnet,2.0.1,concept_dimension,concept_path,Yes,,,
i2b2_pedsnet,2.0.1,concept_dimension,download_date,No,,,
i2b2_pedsnet,2.0.1,concept_dimension,import_date,No,,,
i2b2_pedsnet,2.0.1,concept_dimension,name_char,No,,,
i2b2_pedsnet,2.0.1,concept_dimension,sourcesystem_cd,No,,,
i2b2_pedsnet,2.0.1,concept_dimension,update_date,No,,,
i2b2_pedsnet,2.0.1,concept_dimension,upload_id,No,,,
