model,version,table,field,type,name
omop,5.0.0,note,note_id,primary key,xpk_note
omop,5.0.0,note,note_date,not null,
omop,5.0.0,note,note_id,not null,
omop,5.0.0,note,note_text,not null,
omop,5.0.0,note,note_type_concept_id,not null,
omop,5.0.0,note,person_id,not null,
