model,version,table,field,ref_table,ref_field,name
omop,v5,fact_relationship,domain_concept_id_1,concept,concept_id,fpk_fact_domain_1
omop,v5,fact_relationship,domain_concept_id_2,concept,concept_id,fpk_fact_domain_2
omop,v5,fact_relationship,relationship_concept_id,concept,concept_id,fpk_fact_relationship
