model,version,table,field,ref_table,ref_field,name
omop,v5,measurement,measurement_concept_id,concept,concept_id,fpk_measurement_concept
omop,v5,measurement,measurement_source_concept_id,concept,concept_id,fpk_measurement_concept_s
omop,v5,measurement,operator_concept_id,concept,concept_id,fpk_measurement_operator
omop,v5,measurement,person_id,person,person_id,fpk_measurement_person
omop,v5,measurement,provider_id,provider,provider_id,fpk_measurement_provider
omop,v5,measurement,measurement_type_concept_id,concept,concept_id,fpk_measurement_type_concept
omop,v5,measurement,unit_concept_id,concept,concept_id,fpk_measurement_unit
omop,v5,measurement,value_as_concept_id,concept,concept_id,fpk_measurement_value
omop,v5,measurement,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_measurement_visit
