model,version,table,field,type,length,precision,scale,default
pcornet,v7.0,private_demographic,biobank_flag,string,1,,,
pcornet,v7.0,private_demographic,birth_date,date,,,,
pcornet,v7.0,private_demographic,birth_time,string,5,,,
pcornet,v7.0,private_demographic,hispanic,string,2,,,
pcornet,v7.0,private_demographic,patid,string,,,,
pcornet,v7.0,private_demographic,race,string,2,,,
pcornet,v7.0,private_demographic,raw_hispanic,string,,,,
pcornet,v7.0,private_demographic,raw_race,string,,,,
pcornet,v7.0,private_demographic,raw_sex,string,,,,
pcornet,v7.0,private_demographic,sex,string,2,,,
pcornet,v7.0,private_demographic,raw_sexual_orientation,string,,,,
pcornet,v7.0,private_demographic,raw_gender_identity,string,,,,
pcornet,v7.0,private_demographic,sexual_orientation,string,2,,,
pcornet,v7.0,private_demographic,gender_identity,string,2,,,
pcornet,v7.0,private_demographic,pat_pref_language_spoken,string,3,,,
pcornet,v7.0,private_demographic,raw_pat_pref_language_spoken,string,,,,
pcornet,v7.0,private_demographic,org_patid,string,,,,
pcornet,v7.0,private_demographic,managing_org,string,,,,
pcornet,v7.0,private_demographic,mrn,string,,,,
pcornet,v7.0,private_demographic,pat_firstname,string,,,,
pcornet,v7.0,private_demographic,pat_middlename,string,,,,
pcornet,v7.0,private_demographic,pat_lastname,string,,,,
pcornet,v7.0,private_demographic,raw_pat_name,string,,,,
pcornet,v7.0,private_demographic,pat_maidenname,string,,,,
pcornet,v7.0,private_demographic,primary_email,string,,,,
pcornet,v7.0,private_demographic,primary_phone,string,10,,,
pcornet,v7.0,private_demographic,pat_ssn,string,,,,
pcornet,v7.0,private_demographic,race_eth_missing,string,2,,,
pcornet,v7.0,private_demographic,race_eth_ai_an,string,1,,,
pcornet,v7.0,private_demographic,race_eth_asian,string,1,,,
pcornet,v7.0,private_demographic,race_eth_black,string,1,,,
pcornet,v7.0,private_demographic,race_eth_hispanic,string,1,,,
pcornet,v7.0,private_demographic,race_eth_me_na,string,1,,,
pcornet,v7.0,private_demographic,race_eth_nh_pi,string,1,,,
pcornet,v7.0,private_demographic,race_eth_white,string,1,,,
