model,version,table,field,type,length,precision,scale,default
pcornet,v7.0,demographic,biobank_flag,string,1,,,
pcornet,v7.0,demographic,birth_date,date,,,,
pcornet,v7.0,demographic,birth_time,string,5,,,
pcornet,v7.0,demographic,hispanic,string,2,,,
pcornet,v7.0,demographic,patid,string,,,,
pcornet,v7.0,demographic,race,string,2,,,
pcornet,v7.0,demographic,raw_hispanic,string,,,,
pcornet,v7.0,demographic,raw_race,string,,,,
pcornet,v7.0,demographic,raw_sex,string,,,,
pcornet,v7.0,demographic,sex,string,2,,,
pcornet,v7.0,demographic,raw_sexual_orientation,string,,,,
pcornet,v7.0,demographic,raw_gender_identity,string,,,,
pcornet,v7.0,demographic,sexual_orientation,string,2,,,
pcornet,v7.0,demographic,gender_identity,string,2,,,
pcornet,v7.0,demographic,pat_pref_language_spoken,string,3,,,
pcornet,v7.0,demographic,raw_pat_pref_language_spoken,string,,,,
pcornet,v7.0,demographic,race_eth_missing,string,2,,,
pcornet,v7.0,demographic,race_eth_ai_an,string,1,,,
pcornet,v7.0,demographic,race_eth_asian,string,1,,,
pcornet,v7.0,demographic,race_eth_black,string,1,,,
pcornet,v7.0,demographic,race_eth_hispanic,string,1,,,
pcornet,v7.0,demographic,race_eth_me_na,string,1,,,
pcornet,v7.0,demographic,race_eth_nh_pi,string,1,,,
pcornet,v7.0,demographic,race_eth_white,string,1,,,
