model,version,table,field,type,length,precision,scale,default
pedsnet,v3.7,device_exposure,device_exposure_id,integer,,,,
pedsnet,v3.7,device_exposure,device_concept_id,integer,,,,
pedsnet,v3.7,device_exposure,device_exposure_start_date,date,,,,
pedsnet,v3.7,device_exposure,device_exposure_start_datetime,datetime,,,,
pedsnet,v3.7,device_exposure,device_exposure_end_date,date,,,,
pedsnet,v3.7,device_exposure,device_exposure_end_datetime,datetime,,,,
pedsnet,v3.7,device_exposure,device_type_concept_id,integer,,,,
pedsnet,v3.7,device_exposure,unique_device_id,integer,,,,
pedsnet,v3.7,device_exposure,quantity,integer,,,,
pedsnet,v3.7,device_exposure,person_id,integer,,,,
pedsnet,v3.7,device_exposure,provider_id,integer,,,,
pedsnet,v3.7,device_exposure,device_source_value,string,,,,
pedsnet,v3.7,device_exposure,visit_occurrence_id,integer,,,,
pedsnet,v3.7,device_exposure,device_source_concept_id,integer,,,,
