model,version,table,field,type,name
omop,4.0.0,concept,concept_id,primary key,xpk_concept
omop,4.0.0,concept,concept_class,not null,
omop,4.0.0,concept,concept_code,not null,
omop,4.0.0,concept,concept_id,not null,
omop,4.0.0,concept,concept_level,not null,
omop,4.0.0,concept,concept_name,not null,
omop,4.0.0,concept,valid_end_date,not null,
omop,4.0.0,concept,valid_start_date,not null,
omop,4.0.0,concept,vocabulary_id,not null,
