model,version,table,field,ref_table,ref_field,name
omop,v5,death,cause_concept_id,concept,concept_id,fpk_death_cause_concept
omop,v5,death,cause_source_concept_id,concept,concept_id,fpk_death_cause_concept_s
omop,v5,death,person_id,person,person_id,fpk_death_person
omop,v5,death,death_type_concept_id,concept,concept_id,fpk_death_type_concept
