model,version,table,field,ref_table,ref_field,name
omop,5.0.0,measurement,measurement_concept_id,concept,concept_id,fpk_measurement_concept
omop,5.0.0,measurement,measurement_source_concept_id,concept,concept_id,fpk_measurement_concept_s
omop,5.0.0,measurement,operator_concept_id,concept,concept_id,fpk_measurement_operator
omop,5.0.0,measurement,person_id,person,person_id,fpk_measurement_person
omop,5.0.0,measurement,provider_id,provider,provider_id,fpk_measurement_provider
omop,5.0.0,measurement,measurement_type_concept_id,concept,concept_id,fpk_measurement_type_concept
omop,5.0.0,measurement,unit_concept_id,concept,concept_id,fpk_measurement_unit
omop,5.0.0,measurement,value_as_concept_id,concept,concept_id,fpk_measurement_value
omop,5.0.0,measurement,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_measurement_visit
