model,version,table,field,ref_table,ref_field,name
omop,v5,concept_relationship,concept_id_1,concept,concept_id,fpk_concept_relationship_c_1
omop,v5,concept_relationship,concept_id_2,concept,concept_id,fpk_concept_relationship_c_2
omop,v5,concept_relationship,relationship_id,relationship,relationship_id,fpk_concept_relationship_id
