model,version,table,field,name,order
omop,v5,concept_relationship,relationship_id,idx_concept_relationship_id_3,
omop,v5,concept_relationship,concept_id_2,idx_concept_relationship_id_2,
omop,v5,concept_relationship,concept_id_1,idx_concept_relationship_id_1,
