model,version,table,field,type,name
pedsnet,2.2.0,condition_occurrence,condition_occurrence_id,primary key,xpk_condition_occurrence
pedsnet,2.2.0,condition_occurrence,condition_concept_id,not null,
pedsnet,2.2.0,condition_occurrence,condition_occurrence_id,not null,
pedsnet,2.2.0,condition_occurrence,condition_source_value,not null,
pedsnet,2.2.0,condition_occurrence,condition_start_date,not null,
pedsnet,2.2.0,condition_occurrence,condition_start_time,not null,
pedsnet,2.2.0,condition_occurrence,condition_type_concept_id,not null,
pedsnet,2.2.0,condition_occurrence,person_id,not null,
