model,version,table,field,type,name
pcornet,v3,death,patid,primary key,xpk_death
pcornet,v3,death,death_date,primary key,xpk_death
pcornet,v3,death,death_source,primary key,xpk_death
pcornet,v3,death,death_date,not null,
pcornet,v3,death,death_source,not null,
pcornet,v3,death,patid,not null,
