model,version,table,field,name,order
pedsnet,v2.0,observation,person_id,idx_observation_person_id,
pedsnet,v2.0,observation,provider_id,idx_observation_provider_id,
pedsnet,v2.0,observation,visit_occurrence_id,idx_observation_visit_id,
pedsnet,v2.0,observation,observation_concept_id,idx_observation_concept_id,
