model,version,table,field,type,name
pedsnet,2.2.0,measurement_organism,meas_organism_id,primary key,xpk_meas_organism
pedsnet,2.2.0,measurement_organism,meas_organism_id,not null,
pedsnet,2.2.0,measurement_organism,measurement_id,not null,
pedsnet,2.2.0,measurement_organism,organism_concept_id,not null,
pedsnet,2.2.0,measurement_organism,organism_source_value,not null,
pedsnet,2.2.0,measurement_organism,person_id,not null,
