model,version,table,field,type,length,precision,scale,default
omop,v6.0,concept_relationship,concept_id_1,integer,,,,
omop,v6.0,concept_relationship,concept_id_2,integer,,,,
omop,v6.0,concept_relationship,invalid_reason,string,1,,,
omop,v6.0,concept_relationship,relationship_id,string,20,,,
omop,v6.0,concept_relationship,valid_end_date,date,,,,
omop,v6.0,concept_relationship,valid_start_date,date,,,,
