model,version,table,field,type,length,precision,scale,default
omop,v6.0,measurement,measurement_source_concept_id,integer,,,,
omop,v6.0,measurement,measurement_concept_id,integer,,,,
omop,v6.0,measurement,measurement_date,date,,,,
omop,v6.0,measurement,measurement_datetime,datetime,,,,
omop,v6.0,measurement,measurement_id,integer,,,,
omop,v6.0,measurement,measurement_source_value,string,50,,,
omop,v6.0,measurement,measurement_time,string,10,,,
omop,v6.0,measurement,measurement_type_concept_id,integer,,,,
omop,v6.0,measurement,operator_concept_id,integer,,,,
omop,v6.0,measurement,person_id,integer,,,,
omop,v6.0,measurement,provider_id,integer,,,,
omop,v6.0,measurement,range_high,number,,,,
omop,v6.0,measurement,range_low,number,,,,
omop,v6.0,measurement,unit_concept_id,integer,,,,
omop,v6.0,measurement,unit_source_value,string,50,,,
omop,v6.0,measurement,value_as_concept_id,integer,,,,
omop,v6.0,measurement,value_as_number,number,,,,
omop,v6.0,measurement,value_source_value,string,50,,,
omop,v6.0,measurement,visit_occurrence_id,integer,,,,
