model,version,table,field,type,length,precision,scale,default
omop,v6.0,condition_era,condition_concept_id,integer,,,,
omop,v6.0,condition_era,condition_era_end_datetime,datetime,,,,
omop,v6.0,condition_era,condition_era_id,integer,,,,
omop,v6.0,condition_era,condition_era_start_datetime,datetime,,,,
omop,v6.0,condition_era,condition_occurrence_count,integer,,,,
omop,v6.0,condition_era,person_id,integer,,,,
