model,version,table,field,type,length,precision,scale,default
omop,v6.0,concept_class,concept_class_concept_id,integer,,,,
omop,v6.0,concept_class,concept_class_id,string,20,,,
omop,v6.0,concept_class,concept_class_name,string,255,,,
