model,version,table,field,ref_table,ref_field,name
omop,v5,device_exposure,device_concept_id,concept,concept_id,fpk_device_concept
omop,v5,device_exposure,device_source_concept_id,concept,concept_id,fpk_device_concept_s
omop,v5,device_exposure,person_id,person,person_id,fpk_device_person
omop,v5,device_exposure,provider_id,provider,provider_id,fpk_device_provider
omop,v5,device_exposure,device_type_concept_id,concept,concept_id,fpk_device_type_concept
omop,v5,device_exposure,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_device_visit
