model,version,table,field,type,length,precision,scale,default
omop,v5,relationship,defines_ancestry,string,1,,,
omop,v5,relationship,is_hierarchical,string,1,,,
omop,v5,relationship,relationship_concept_id,integer,,,,
omop,v5,relationship,relationship_id,string,20,,,
omop,v5,relationship,relationship_name,string,255,,,
omop,v5,relationship,reverse_relationship_id,string,20,,,
