model,version,table,field,ref_table,ref_field,name
omop,v5,relationship,relationship_concept_id,concept,concept_id,fpk_relationship_concept
omop,v5,relationship,reverse_relationship_id,relationship,relationship_id,fpk_relationship_reverse
