model,version,table,field,type,length,precision,scale,default
pcornet,v2,DEMOGRAPHIC,BIOBANK_FLAG,string,1,,,
pcornet,v2,DEMOGRAPHIC,BIRTH_DATE,string,10,,,
pcornet,v2,DEMOGRAPHIC,BIRTH_TIME,string,5,,,
pcornet,v2,DEMOGRAPHIC,HISPANIC,string,2,,,
pcornet,v2,DEMOGRAPHIC,PATID,string,,,,
pcornet,v2,DEMOGRAPHIC,RACE,string,2,,,
pcornet,v2,DEMOGRAPHIC,RAW_HISPANIC,string,,,,
pcornet,v2,DEMOGRAPHIC,RAW_RACE,string,,,,
pcornet,v2,DEMOGRAPHIC,RAW_SEX,string,,,,
pcornet,v2,DEMOGRAPHIC,SEX,string,2,,,
