model,version,table,field,type,length,precision,scale,default
pedsnet,v5.1,observation_period,observation_period_end_date,date,,,,
pedsnet,v5.1,observation_period,observation_period_end_time,datetime,,,,
pedsnet,v5.1,observation_period,observation_period_id,biginteger,,,,
pedsnet,v5.1,observation_period,observation_period_start_date,date,,,,
pedsnet,v5.1,observation_period,observation_period_start_time,datetime,,,,
pedsnet,v5.1,observation_period,period_type_concept_id,integer,,,,
pedsnet,v5.1,observation_period,person_id,biginteger,,,,
