model,version,table,field,type,length,precision,scale,default
pedsnet-split,v2.8,concept_synonym,concept_id,integer,,,,
pedsnet-split,v2.8,concept_synonym,concept_synonym_name,string,1000,,,
pedsnet-split,v2.8,concept_synonym,language_concept_id,integer,,,,
