model,version,table,field,type,length,precision,scale,default
omop,v5.1,observation_period,observation_period_end_date,date,,,,
omop,v5.1,observation_period,observation_period_id,integer,,,,
omop,v5.1,observation_period,observation_period_start_date,date,,,,
omop,v5.1,observation_period,period_type_concept_id,integer,,,,
omop,v5.1,observation_period,person_id,integer,,,,
