model,version,table,field,type,name
pedsnet,2.0.0,relationship,relationship_id,primary key,xpk_relationship
pedsnet,2.0.0,relationship,defines_ancestry,not null,
pedsnet,2.0.0,relationship,is_hierarchical,not null,
pedsnet,2.0.0,relationship,relationship_concept_id,not null,
pedsnet,2.0.0,relationship,relationship_id,not null,
pedsnet,2.0.0,relationship,relationship_name,not null,
pedsnet,2.0.0,relationship,reverse_relationship_id,not null,
