model,version,table,field,type,name
omop,5.0.0,cohort,cohort_definition_id,primary key,xpk_cohort
omop,5.0.0,cohort,cohort_start_date,primary key,xpk_cohort
omop,5.0.0,cohort,cohort_end_date,primary key,xpk_cohort
omop,5.0.0,cohort,subject_id,primary key,xpk_cohort
omop,5.0.0,cohort,cohort_definition_id,not null,
omop,5.0.0,cohort,cohort_end_date,not null,
omop,5.0.0,cohort,cohort_start_date,not null,
omop,5.0.0,cohort,subject_id,not null,
