model,version,table,field,type,length,precision,scale,default
pcornet,v5.0,procedures,admit_date,date,,,,
pcornet,v5.0,procedures,enc_type,string,2,,,
pcornet,v5.0,procedures,encounterid,string,,,,
pcornet,v5.0,procedures,patid,string,,,,
pcornet,v5.0,procedures,proceduresid,string,,,,
pcornet,v5.0,procedures,providerid,string,,,,
pcornet,v5.0,procedures,px,string,11,,,
pcornet,v5.0,procedures,px_date,date,,,,
pcornet,v5.0,procedures,px_source,string,2,,,
pcornet,v5.0,procedures,px_type,string,2,,,
pcornet,v5.0,procedures,raw_px,string,,,,
pcornet,v5.0,procedures,raw_px_type,string,,,,
pcornet,v5.0,procedures,ppx,string,2,,,
pcornet,v5.0,procedures,raw_ppx,string,,,,
