model,version,table,field,type,length,precision,scale,default
pcornet,v6.1,hash_token,patid,string,,,,
pcornet,v6.1,hash_token,TOKEN_01,string,,,,
pcornet,v6.1,hash_token,TOKEN_02,string,,,,
pcornet,v6.1,hash_token,TOKEN_03,string,,,,
pcornet,v6.1,hash_token,TOKEN_04,string,,,,
pcornet,v6.1,hash_token,TOKEN_05,string,,,,
pcornet,v6.1,hash_token,TOKEN_06,string,,,,
pcornet,v6.1,hash_token,TOKEN_07,string,,,,
pcornet,v6.1,hash_token,TOKEN_08,string,,,,
pcornet,v6.1,hash_token,TOKEN_09,string,,,,
pcornet,v6.1,hash_token,TOKEN_101,string,,,,
pcornet,v6.1,hash_token,TOKEN_102,string,,,,
pcornet,v6.1,hash_token,TOKEN_103,string,,,,
pcornet,v6.1,hash_token,TOKEN_104,string,,,,
pcornet,v6.1,hash_token,TOKEN_105,string,,,,
pcornet,v6.1,hash_token,TOKEN_106,string,,,,
pcornet,v6.1,hash_token,TOKEN_107,string,,,,
pcornet,v6.1,hash_token,TOKEN_108,string,,,,
pcornet,v6.1,hash_token,TOKEN_109,string,,,,
pcornet,v6.1,hash_token,TOKEN_110,string,,,,
pcornet,v6.1,hash_token,TOKEN_111,string,,,,
pcornet,v6.1,hash_token,TOKEN_12,string,,,,
pcornet,v6.1,hash_token,TOKEN_14,string,,,,
pcornet,v6.1,hash_token,TOKEN_15,string,,,,
pcornet,v6.1,hash_token,TOKEN_16,string,,,,
pcornet,v6.1,hash_token,TOKEN_17,string,,,,
pcornet,v6.1,hash_token,TOKEN_18,string,,,,
pcornet,v6.1,hash_token,TOKEN_23,string,,,,
pcornet,v6.1,hash_token,TOKEN_24,string,,,,
pcornet,v6.1,hash_token,TOKEN_25,string,,,,
pcornet,v6.1,hash_token,TOKEN_26,string,,,,
pcornet,v6.1,hash_token,TOKEN_29,string,,,,
pcornet,v6.1,hash_token,TOKEN_30,string,,,,
pcornet,v6.1,hash_token,TOKEN_ENCRYPTION_KEY,string,,,,
