model,version,table,field,type,length,precision,scale,default
pcornet,v6.1,pro_cm,encounterid,string,,,,
pcornet,v6.1,pro_cm,patid,string,,,,
pcornet,v6.1,pro_cm,pro_cat,string,2,,,
pcornet,v6.1,pro_cm,pro_cm_id,string,,,,
pcornet,v6.1,pro_cm,pro_date,date,,,,
pcornet,v6.1,pro_cm,pro_method,string,2,,,
pcornet,v6.1,pro_cm,pro_mode,string,2,,,
pcornet,v6.1,pro_cm,pro_response_num,number,,15,8,
pcornet,v6.1,pro_cm,pro_time,string,5,,,
pcornet,v6.1,pro_cm,pro_type,string,2,,,
pcornet,v6.1,pro_cm,pro_item_name,string,,,,
pcornet,v6.1,pro_cm,pro_item_loinc,string,10,,,
pcornet,v6.1,pro_cm,pro_response_text,string,,,,
pcornet,v6.1,pro_cm,pro_item_version,string,,,,
pcornet,v6.1,pro_cm,pro_measure_name,string,,,,
pcornet,v6.1,pro_cm,pro_measure_seq,string,,,,
pcornet,v6.1,pro_cm,pro_measure_score,number,,15,8,
pcornet,v6.1,pro_cm,pro_measure_theta,number,,15,8,
pcornet,v6.1,pro_cm,pro_measure_scaled_tscore,number,,15,8,
pcornet,v6.1,pro_cm,pro_measure_standard_error,number,,15,8,
pcornet,v6.1,pro_cm,pro_measure_count_scored,number,,15,8,
pcornet,v6.1,pro_cm,pro_measure_loinc,string,10,,,
pcornet,v6.1,pro_cm,pro_measure_version,string,,,,
pcornet,v6.1,pro_cm,pro_item_fullname,string,,,,
pcornet,v6.1,pro_cm,pro_item_text,string,,,,
pcornet,v6.1,pro_cm,pro_measure_fullname,string,,,,
pcornet,v6.1,pro_cm,pro_source,string,2,,,
