model,version,table,field,ref_table,ref_field,name
omop,v5,note,person_id,person,person_id,fpk_note_person
omop,v5,note,provider_id,provider,provider_id,fpk_note_provider
omop,v5,note,note_type_concept_id,concept,concept_id,fpk_note_type_concept
omop,v5,note,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_note_visit
