model,version,table,field,type,name
pcornet,v3,pro_cm,pro_cm_id,primary key,xpk_pro_cm
pcornet,v3,pro_cm,patid,not null,
pcornet,v3,pro_cm,pro_cm_id,not null,
pcornet,v3,pro_cm,pro_date,not null,
pcornet,v3,pro_cm,pro_item,not null,
pcornet,v3,pro_cm,pro_response,not null,
