Table,Field,Required,Ref Table,Ref Field,Type Precision,Standard,Description
visit_occurrence,care_site_id,No,care_site,care_site_id,integer,,A foreign key to the care site in the care site table that was visited.
visit_occurrence,person_id,Yes,person,person_id,integer,,A foreign key identifier to the person for whom the visit is recorded. The demographic details of that person are stored in the person table.
visit_occurrence,place_of_service_concept_id,Yes,concept,concept_id,integer,OMOP CMS,A foreign key that refers to a place of service concept identifier in the vocabulary.
visit_occurrence,place_of_service_source_value,No,,,varchar,,"The source code used to reflect the type or source of the visit in the source data. Valid entries include office visits, hospital admissions, etc. These source codes can also be type-of service codes and activity type codes."
visit_occurrence,visit_end_date,Yes,,,datetime,,"The end date of the visit. If this is a one-day visit the end date should match the start date. If the encounter is on-going at the time of ETL, this should be null."
visit_occurrence,visit_occurrence_id,Yes,,,integer,,A unique identifier for each person’s visits or encounter at a healthcare provider. Sites can provide whatever integers (DCC will replace the value).
visit_occurrence,visit_start_date,Yes,,,datetime,,The start date of the visit.
visit_occurrence,provider_id,No,provider,provider_id,integer,,"A foreign key to the provider in the provider table who was associated with the visit. NOTE: this is NOT in OMOP CDM v4, but appears in OMOP CDMv5. PEDSnet is including the field at this time due to an existing use case (Obesity cohort)."
