model,version,table,field,name,order
omop,v4,procedure_occurrence,procedure_concept_id,idx_procedure_concept_id,
omop,v4,procedure_occurrence,visit_occurrence_id,idx_procedure_visit_id,
omop,v4,procedure_occurrence,person_id,idx_procedure_person_id,
