model,version,table,field,name,order
omop,5.0.0,observation,observation_concept_id,idx_observation_concept_id,
omop,5.0.0,observation,visit_occurrence_id,idx_observation_visit_id,
omop,5.0.0,observation,person_id,idx_observation_person_id,
