model,version,table,field,type,length,precision,scale,default
pedsnet,v1,concept_synonym,concept_id,integer,,,,
pedsnet,v1,concept_synonym,concept_synonym_id,integer,,,,
pedsnet,v1,concept_synonym,concept_synonym_name,string,1000,,,
