model,version,table,field,ref_table,ref_field,name
pedsnet,2.1.0,source_to_concept_map,target_concept_id,concept,concept_id,fpk_source_to_concept_map_c_1
pedsnet,2.1.0,source_to_concept_map,source_concept_id,concept,concept_id,fpk_source_to_concept_map_src
pedsnet,2.1.0,source_to_concept_map,source_vocabulary_id,vocabulary,vocabulary_id,fpk_source_to_concept_map_v_1
pedsnet,2.1.0,source_to_concept_map,target_vocabulary_id,vocabulary,vocabulary_id,fpk_source_to_concept_map_v_2
