model,version,table,field,type,length,precision,scale,default
pcornet,v6.0,private_address_geocode,geocodeid,string,,,,
pcornet,v6.0,private_address_geocode,addressid,string,,,,
pcornet,v6.0,private_address_geocode,geocode_state,string,2,,,
pcornet,v6.0,private_address_geocode,geocode_county,string,,,,
pcornet,v6.0,private_address_geocode,geocode_longitude,string,,,,
pcornet,v6.0,private_address_geocode,geocode_latitude,string,,,,
pcornet,v6.0,private_address_geocode,geocode_block,string,,,,
pcornet,v6.0,private_address_geocode,geocode_tract,string,,,,
pcornet,v6.0,private_address_geocode,geocode_group,string,,,,
pcornet,v6.0,private_address_geocode,geocode_zcta,string,,,,
pcornet,v6.0,private_address_geocode,geocode_custom,string,,,,
pcornet,v6.0,private_address_geocode,geocode_custom_text,string,,,,
pcornet,v6.0,private_address_geocode,shapefile,string,,,,
pcornet,v6.0,private_address_geocode,geo_accuracy,string,2,,,
pcornet,v6.0,private_address_geocode,geo_prov_ref,string,,,,
pcornet,v6.0,private_address_geocode,assignment_date,date,,,,
