model,version,table,field,type,name
omop,v5,condition_era,condition_era_id,primary key,xpk_condition_era
omop,v5,condition_era,condition_concept_id,not null,
omop,v5,condition_era,condition_era_end_date,not null,
omop,v5,condition_era,condition_era_id,not null,
omop,v5,condition_era,condition_era_start_date,not null,
omop,v5,condition_era,person_id,not null,
