model,version,table,field,type,length,precision,scale,default
omop,v5,cohort_definition,cohort_definition_description,string,,,,
omop,v5,cohort_definition,cohort_definition_id,integer,,,,
omop,v5,cohort_definition,cohort_definition_name,string,255,,,
omop,v5,cohort_definition,cohort_definition_syntax,string,,,,
omop,v5,cohort_definition,cohort_instantiation_date,date,,,,
omop,v5,cohort_definition,definition_type_concept_id,integer,,,,
omop,v5,cohort_definition,subject_concept_id,integer,,,,
