model,version,table,field,name,order
pedsnet,2.0.0,concept,domain_id,idx_concept_domain_id,
pedsnet,2.0.0,concept,vocabulary_id,idx_concept_vocabluary_id,
pedsnet,2.0.0,concept,concept_class_id,idx_concept_class_id,
pedsnet,2.0.0,concept,concept_id,idx_concept_concept_id,
pedsnet,2.0.0,concept,concept_code,idx_concept_code,
