model,version,table,field,type,length,precision,scale,default
pedsnet,v5.3recover,vocabulary,vocabulary_concept_id,integer,,,,
pedsnet,v5.3recover,vocabulary,vocabulary_id,string,20,,,
pedsnet,v5.3recover,vocabulary,vocabulary_name,string,255,,,
pedsnet,v5.3recover,vocabulary,vocabulary_reference,string,255,,,
pedsnet,v5.3recover,vocabulary,vocabulary_version,string,255,,,
