model,version,table,field,type,length,precision,scale,default
pedsnet,v5.3recover,specialty,specialty_id,string,,,,
pedsnet,v5.3recover,specialty,domain_id,string,,,,
pedsnet,v5.3recover,specialty,entity_id,string,,,,
pedsnet,v5.3recover,specialty,entity_type_concept_id,integer,,,,
pedsnet,v5.3recover,specialty,specialty_concept_id,integer,,,,
pedsnet,v5.3recover,specialty,specialty_source_value,string,,,,
