model,version,table,field,type,length,precision,scale,default
pedsnet,v5.3recover,death,cause_concept_id,integer,,,,
pedsnet,v5.3recover,death,cause_source_concept_id,integer,,,,
pedsnet,v5.3recover,death,cause_source_value,string,,,,
pedsnet,v5.3recover,death,death_date,date,,,,
pedsnet,v5.3recover,death,death_cause_id,string,,,,
pedsnet,v5.3recover,death,death_datetime,datetime,,,,
pedsnet,v5.3recover,death,death_type_concept_id,integer,,,,
pedsnet,v5.3recover,death,person_id,string,,,,
pedsnet,v5.3recover,death,death_impute_concept_id,integer,,,,
