model,version,table,field,type,length,precision,scale,default
pedsnet,v6.1,cohort,cohort_definition_id,biginteger,,,,
pedsnet,v6.1,cohort,subject_id,biginteger,,,,
pedsnet,v6.1,cohort,cohort_start_date,date,,,,
pedsnet,v6.1,cohort,cohort_start_datetime,datetime,,,,
pedsnet,v6.1,cohort,cohort_end_date,date,,,,
pedsnet,v6.1,cohort,cohort_end_datetime,datetime,,,,
pedsnet,v6.1,cohort,withdraw_date,date,,,,
pedsnet,v6.1,cohort,withdraw_datetime,datetime,,,,
pedsnet,v6.1,cohort,participant_id,string,,,,
