model,version,table,field,type,length,precision,scale,default
pedsnet,v6.1,specialty,specialty_id,biginteger,,,,
pedsnet,v6.1,specialty,domain_id,string,,,,
pedsnet,v6.1,specialty,entity_id,biginteger,,,,
pedsnet,v6.1,specialty,entity_type_concept_id,integer,,,,
pedsnet,v6.1,specialty,specialty_concept_id,integer,,,,
pedsnet,v6.1,specialty,specialty_source_value,string,,,,
