model,version,table,field,type,length,precision,scale,default
pedsnet,v2.9,measurement,measurement_concept_id,integer,,,,
pedsnet,v2.9,measurement,measurement_date,date,,,,
pedsnet,v2.9,measurement,measurement_id,integer,,,,
pedsnet,v2.9,measurement,measurement_source_concept_id,integer,,,,
pedsnet,v2.9,measurement,measurement_source_value,string,,,,
pedsnet,v2.9,measurement,measurement_datetime,datetime,,,,
pedsnet,v2.9,measurement,measurement_type_concept_id,integer,,,,
pedsnet,v2.9,measurement,operator_concept_id,integer,,,,
pedsnet,v2.9,measurement,person_id,integer,,,,
pedsnet,v2.9,measurement,provider_id,integer,,,,
pedsnet,v2.9,measurement,range_high,number,,,,
pedsnet,v2.9,measurement,range_low,number,,,,
pedsnet,v2.9,measurement,unit_concept_id,integer,,,,
pedsnet,v2.9,measurement,unit_source_value,string,,,,
pedsnet,v2.9,measurement,value_as_concept_id,integer,,,,
pedsnet,v2.9,measurement,value_as_number,number,,,,
pedsnet,v2.9,measurement,value_source_value,string,,,,
pedsnet,v2.9,measurement,visit_occurrence_id,integer,,,,
pedsnet,v2.9,measurement,range_low_source_value,string,,,,
pedsnet,v2.9,measurement,range_low_operator_concept_id,integer,,,,
pedsnet,v2.9,measurement,range_high_source_value,string,,,,
pedsnet,v2.9,measurement,range_high_operator_concept_id,integer,,,,
pedsnet,v2.9,measurement,measurement_order_date,date,,,,
pedsnet,v2.9,measurement,measurement_order_datetime,datetime,,,,
pedsnet,v2.9,measurement,measurement_result_date,date,,,,
pedsnet,v2.9,measurement,measurement_result_datetime,datetime,,,,
pedsnet,v2.9,measurement,specimen_source_value,string,,,,
pedsnet,v2.9,measurement,priority_concept_id,integer,,,,
pedsnet,v2.9,measurement,priority_source_value,string,,,,
pedsnet,v2.9,measurement,specimen_concept_id,integer,,,,
