model,version,table,field,type,name
omop,5.0.0,visit_occurrence,visit_occurrence_id,primary key,xpk_visit_occurrence
omop,5.0.0,visit_occurrence,person_id,not null,
omop,5.0.0,visit_occurrence,visit_concept_id,not null,
omop,5.0.0,visit_occurrence,visit_end_date,not null,
omop,5.0.0,visit_occurrence,visit_occurrence_id,not null,
omop,5.0.0,visit_occurrence,visit_start_date,not null,
omop,5.0.0,visit_occurrence,visit_type_concept_id,not null,
