model,version,table,field,type,length,precision,scale,default
pedsnet,v1,location,address_1,string,100,,,
pedsnet,v1,location,address_2,string,100,,,
pedsnet,v1,location,city,string,50,,,
pedsnet,v1,location,county,string,50,,,
pedsnet,v1,location,location_id,integer,,,,
pedsnet,v1,location,location_source_value,string,300,,,
pedsnet,v1,location,state,string,2,,,
pedsnet,v1,location,zip,string,9,,,
