model,version,table,field,type,length,precision,scale,default
pcornet,3.0.0,condition,condition,string,18,,,
pcornet,3.0.0,condition,condition_source,string,2,,,
pcornet,3.0.0,condition,condition_status,string,2,,,
pcornet,3.0.0,condition,condition_type,string,2,,,
pcornet,3.0.0,condition,conditionid,string,256,,,
pcornet,3.0.0,condition,encounterid,string,256,,,
pcornet,3.0.0,condition,onset_date,date,,,,
pcornet,3.0.0,condition,patid,string,256,,,
pcornet,3.0.0,condition,raw_condition,string,256,,,
pcornet,3.0.0,condition,raw_condition_source,string,256,,,
pcornet,3.0.0,condition,raw_condition_status,string,256,,,
pcornet,3.0.0,condition,raw_condition_type,string,256,,,
pcornet,3.0.0,condition,report_date,date,,,,
pcornet,3.0.0,condition,resolve_date,date,,,,
