model,version,table,field,name,order
pedsnet,v2.1,fact_relationship,domain_concept_id_2,idx_fact_relationship_id_2,
pedsnet,v2.1,fact_relationship,relationship_concept_id,idx_fact_relationship_id_3,
pedsnet,v2.1,fact_relationship,domain_concept_id_1,idx_fact_relationship_id_1,
