model,version,table,field,type,length,precision,scale,default
pedsnet,1.0.0,location,address_1,string,100,,,
pedsnet,1.0.0,location,address_2,string,100,,,
pedsnet,1.0.0,location,city,string,50,,,
pedsnet,1.0.0,location,county,string,50,,,
pedsnet,1.0.0,location,location_id,integer,,,,
pedsnet,1.0.0,location,location_source_value,string,300,,,
pedsnet,1.0.0,location,state,string,2,,,
pedsnet,1.0.0,location,zip,string,9,,,
