model,version,table,field,ref_table,ref_field,name
pedsnet,v2.2,condition_occurrence,condition_concept_id,concept,concept_id,fpk_condition_concept
pedsnet,v2.2,condition_occurrence,condition_source_concept_id,concept,concept_id,fpk_condition_concept_s
pedsnet,v2.2,condition_occurrence,person_id,person,person_id,fpk_condition_person
pedsnet,v2.2,condition_occurrence,provider_id,provider,provider_id,fpk_condition_provider
pedsnet,v2.2,condition_occurrence,condition_type_concept_id,concept,concept_id,fpk_condition_type_concept
pedsnet,v2.2,condition_occurrence,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_condition_visit
