model,version,table,field,ref_table,ref_field,name
omop,4.0.0,condition_occurrence,person_id,person,person_id,fpk_condition_person
omop,4.0.0,condition_occurrence,associated_provider_id,provider,provider_id,fpk_condition_provider
omop,4.0.0,condition_occurrence,visit_occurrence_id,visit_occurrence,visit_occurrence_id,fpk_condition_visit
