model,version,table,field,name,order
pedsnet,2.1.0,fact_relationship,domain_concept_id_2,idx_fact_relationship_id_2,
pedsnet,2.1.0,fact_relationship,relationship_concept_id,idx_fact_relationship_id_3,
pedsnet,2.1.0,fact_relationship,domain_concept_id_1,idx_fact_relationship_id_1,
