model,version,table,field,type,length,precision,scale,default
pedsnet-bigint,v3.5,fact_relationship,domain_concept_id_1,biginteger,,,,
pedsnet-bigint,v3.5,fact_relationship,domain_concept_id_2,biginteger,,,,
pedsnet-bigint,v3.5,fact_relationship,fact_id_1,biginteger,,,,
pedsnet-bigint,v3.5,fact_relationship,fact_id_2,biginteger,,,,
pedsnet-bigint,v3.5,fact_relationship,relationship_concept_id,biginteger,,,,
