model,version,table,field,type,length,precision,scale,default
pedsnet-bigint,v3.5,concept_relationship,concept_id_1,biginteger,,,,
pedsnet-bigint,v3.5,concept_relationship,concept_id_2,biginteger,,,,
pedsnet-bigint,v3.5,concept_relationship,invalid_reason,string,1,,,
pedsnet-bigint,v3.5,concept_relationship,relationship_id,string,20,,,
pedsnet-bigint,v3.5,concept_relationship,valid_end_date,date,,,,
pedsnet-bigint,v3.5,concept_relationship,valid_start_date,date,,,,
