model,version,table,field,type,length,precision,scale,default
pedsnet-bigint,v3.5,relationship,defines_ancestry,string,1,,,
pedsnet-bigint,v3.5,relationship,is_hierarchical,string,1,,,
pedsnet-bigint,v3.5,relationship,relationship_concept_id,biginteger,,,,
pedsnet-bigint,v3.5,relationship,relationship_id,string,20,,,
pedsnet-bigint,v3.5,relationship,relationship_name,string,255,,,
pedsnet-bigint,v3.5,relationship,reverse_relationship_id,string,20,,,
